fullname,price,new_price,year,sellertype,kmdriven,ownertype,fueltype,transmissiontype,mileage,enginecc,maxpowerbhp,seats,pricelakh,price_old
Volkswagen Polo 2015-2019 GT TSI,875000,6.94-11.19,2018,Dealer,16000,First Owner,Petrol,Automatic,17.21,1197,103.5,5,Higher Range,8.75
Honda City i DTEC SV,700000,14.79-17.55,2016,Dealer,46000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,7
Hyundai Santro Xing GL Plus,200000,null,2012,Dealer,52000,First Owner,Petrol,Manual,17.92,1086,62.1,5,Lower Range,2
Mahindra Bolero 2011-2019 SLE,500000,8.82-10.31,2014,Dealer,84000,First Owner,Diesel,Manual,15.96,2523,62.1,7,Medium Range,5
Hyundai Verna 1.6 SX VTVT (O),440000,10.54-16.52,2012,Dealer,38000,First Owner,Petrol,Manual,17.1,1591,121.3,5,Medium Range,4.4
Volkswagen Polo 1.5 TDI Comfortline,425000,null,2015,Dealer,46000,First Owner,Diesel,Manual,20.14,1498,88.5,5,Medium Range,4.25
Volkswagen Polo 1.5 TDI Highline,425000,null,2014,Dealer,49753,First Owner,Diesel,Manual,20.14,1498,88.8,5,Medium Range,4.25
Honda City S,390000,12.66-16.77,2012,Dealer,69000,First Owner,Petrol,Manual,16.8,1497,116.4,5,Lower Range,3.9
Toyota Corolla Altis G,245000,null,2008,Dealer,75000,First Owner,Petrol,Manual,14.53,1798,138.1,5,Lower Range,2.45
Mahindra Scorpio LX 4X4,550000,15.19-19.71,2013,Dealer,67000,First Owner,Diesel,Manual,15.4,2179,120,9,Medium Range,5.5
Maruti Baleno Alpha CVT,730000,6.68-10.42,2018,Dealer,15155,First Owner,Petrol,Automatic,19.56,1197,81.8,5,Medium Range,7.3
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,3200000,39.97-46.24,2019,Individual,12000,First Owner,Diesel,Automatic,12.9,2755,174.5,7,Higher Range,32
Hyundai i20 1.2 Asta,370000,8.03-13.41,2018,Dealer,36984,First Owner,Petrol,Manual,18.6,1197,81.83,5,Lower Range,3.7
Volkswagen Polo Diesel Trendline 1.2L,234000,null,2013,Dealer,89103,First Owner,Diesel,Manual,22.07,1199,73.9,5,Lower Range,2.34
Hyundai i10 Magna,225000,null,2013,Individual,70000,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.25
Bentley Continental Flying Spur Speed BSIV,5200000,3.77,2012,Dealer,37500,First Owner,Petrol,Automatic,6,5998,600,5,Expensive,52
Audi Q3 2.0 TDI Quattro,1424000,null,2013,Dealer,66000,First Owner,Diesel,Automatic,17.32,1968,184,5,Higher Range,14.24
Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,4100000,72.00-74.64,2018,Dealer,37500,First Owner,Diesel,Automatic,12.51,2179,187.7,7,Higher Range,41
Maruti Ritz VDi,350000,null,2014,Individual,50000,First Owner,Diesel,Manual,23.2,1248,73.94,5,Lower Range,3.5
Mahindra XUV500 W10 1.99 mHawk,1099000,16.54-23.28,2016,Dealer,50000,First Owner,Diesel,Manual,16,1997,140,7,Higher Range,10.99
Hyundai Santro Xing GL,90000,null,2007,Individual,70000,First Owner,Petrol,Manual,null,1086,62,5,Lower Range,0.9
Volvo V40 D3,1480000,null,2015,Dealer,44000,First Owner,Diesel,Automatic,16.8,1984,150,5,Higher Range,14.8
Tata Manza Aura Quadrajet BS IV,185000,null,2013,Dealer,57000,First Owner,Diesel,Manual,21.12,1248,88.8,5,Lower Range,1.85
Toyota Corolla Altis 1.8 VL CVT,1450000,null,2017,Dealer,71000,First Owner,Petrol,Automatic,14.28,1798,138.03,5,Higher Range,14.5
Mercedes-Benz C-Class C 220 CDI Avantgarde,1365000,51.30-64.08,2014,Dealer,66000,First Owner,Diesel,Automatic,19.27,2143,170,5,Higher Range,13.65
Tata Zest AMT Quadrajet 1.3 XMA,500000,null,2016,Dealer,64609,First Owner,Diesel,Automatic,21.58,1248,88.7,5,Medium Range,5
Hyundai i10 Sportz 1.1L,305000,null,2015,Individual,40000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,3.05
Hyundai Grand i10 CRDi Sportz Celebration Edition,425000,null,2016,Dealer,62580,First Owner,Diesel,Manual,24,1120,70,5,Medium Range,4.25
Mercedes-Benz M-Class ML 350 4Matic,1201000,null,2011,Dealer,83000,First Owner,Diesel,Automatic,null,2987,165,5,Higher Range,12.01
Mahindra XUV500 W10 2WD,955000,16.11-22.67,2015,Individual,50000,First Owner,Diesel,Manual,16,2179,140,7,Higher Range,9.55
Mahindra XUV500 W9 AT,1495000,16.66-23.20,2018,Dealer,45000,First Owner,Diesel,Automatic,15.1,2179,152.87,7,Higher Range,14.95
Maruti Eeco CNG 5 Seater AC,245000,5.82,2015,Dealer,52000,First Owner,CNG,Manual,20.88,1196,61.7,5,Lower Range,2.45
Skoda Superb Elegance 1.8 TSI AT,396000,35.37-38.27,2009,Dealer,70000,First Owner,Petrol,Automatic,13.7,1798,157.75,5,Lower Range,3.96
Maruti Wagon R VXI 1.2 BSIV,490000,5.12-7.01,2019,Dealer,22000,First Owner,Petrol,Manual,21.5,1197,81.8,5,Medium Range,4.9
Honda City i DTec SV,550000,14.79-17.55,2015,Dealer,60000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,5.5
Maruti Swift Dzire VDi,300000,null,2012,Individual,100000,First Owner,Diesel,Manual,19.3,1248,73.9,5,Lower Range,3
Maruti Swift VXI with ABS,240000,6.04-8.98,2011,Dealer,48634,First Owner,Petrol,Manual,16.6,1197,85,5,Lower Range,2.4
Maruti Swift Dzire VXi,260000,6.53-9.95,2010,Dealer,65000,First Owner,Petrol,Manual,17.5,1298,85.8,5,Lower Range,2.6
Maruti Swift Dzire 1.2 Vxi BSIV,335000,6.53-9.95,2012,Dealer,55000,First Owner,Petrol,Manual,17.5,1197,85.8,5,Lower Range,3.35
Volvo S60 D5 Summum,1499000,null,2014,Dealer,57000,First Owner,Diesel,Automatic,13.2,2400,215,5,Higher Range,14.99
Hyundai i20 Magna 1.2,535000,8.03-13.41,2017,Trustmark Dealer,24278,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.35
Maruti Celerio ZXI AMT BSIV,525000,4.97-6.22,2018,Dealer,47064,First Owner,Petrol,Automatic,23.1,998,67.04,5,Medium Range,5.25
Maruti Swift VDI,325000,null,2013,Dealer,79000,First Owner,Diesel,Manual,22.9,1248,74,5,Lower Range,3.25
Hyundai Venue SX Plus Turbo DCT BSIV,1095000,8.06-13.75,2019,Dealer,26000,First Owner,Petrol,Automatic,18.15,998,118.35,5,Higher Range,10.95
Maruti Swift LXI,390000,null,2015,Dealer,30041,First Owner,Petrol,Manual,21.21,1197,81.8,5,Lower Range,3.9
Maruti Swift Dzire AMT VXI BS IV,650000,6.53-9.95,2018,Dealer,11000,First Owner,Petrol,Automatic,22,1197,81.8,5,Medium Range,6.5
Toyota Etios Liva 1.2 G,495000,null,2016,Dealer,64000,First Owner,Petrol,Manual,17.71,1197,78.9,5,Medium Range,4.95
Hyundai i20 Asta 1.4 CRDi,525000,null,2014,Dealer,49000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,5.25
Maruti Swift LDI,285000,null,2013,Dealer,53569,First Owner,Diesel,Manual,22.9,1248,74,5,Lower Range,2.85
Maruti Alto 800 LXI,245000,3.38-4.57,2015,Dealer,38000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.45
Hyundai Venue SX iMT,1145000,8.06-13.75,2020,Trustmark Dealer,581,First Owner,Petrol,Manual,18,998,118.35,5,Higher Range,11.45
Hyundai Xcent 1.2 VTVT S,480000,null,2018,Individual,28000,First Owner,Petrol,Manual,20.14,1197,81.86,5,Medium Range,4.8
Hyundai Verna 1.6 SX VTVT (O),475000,10.54-16.52,2013,Dealer,81000,First Owner,Petrol,Manual,17.1,1591,121.3,5,Medium Range,4.75
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,525000,10.14-13.79,2015,Dealer,72000,First Owner,Diesel,Manual,22.77,1498,98.59,5,Medium Range,5.25
Maruti Swift Dzire 1.2 Vxi BSIV,300000,6.53-9.95,2010,Individual,50000,First Owner,Petrol,Manual,17.5,1197,85.8,5,Lower Range,3
Maruti Wagon R VXI,129000,5.11-6.79,2009,Dealer,63000,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,1.29
Jaguar XF S 2.2,1700000,null,2013,Dealer,40000,First Owner,Diesel,Automatic,16.36,2179,187.7,5,Higher Range,17
Renault Duster 110PS Diesel RxZ,650000,null,2015,Dealer,81645,First Owner,Diesel,Manual,19.01,1461,108.45,5,Medium Range,6.5
Mahindra XUV500 W6 2WD,590000,16.11-22.67,2014,Individual,66000,First Owner,Diesel,Manual,15.1,2179,140,7,Medium Range,5.9
Maruti Wagon R LXI,129000,5.11-6.79,2008,Dealer,67000,First Owner,Petrol,Manual,21.79,998,67.05,5,Lower Range,1.29
Maruti Swift Dzire VXI,425000,6.53-9.95,2015,Dealer,56000,First Owner,Petrol,Manual,20.85,1197,83.14,5,Medium Range,4.25
Mahindra XUV500 AT W8 FWD,1200000,16.54-23.28,2017,Dealer,43464,First Owner,Diesel,Automatic,16,2179,140,7,Higher Range,12
Skoda Rapid 1.5 TDI Elegance,510000,null,2014,Dealer,76000,First Owner,Diesel,Manual,21.14,1498,103.52,5,Medium Range,5.1
Skoda Superb Elegance 2.0 TDI CR AT,525000,null,2012,Dealer,67544,First Owner,Diesel,Automatic,17.2,1968,138.1,5,Medium Range,5.25
Tata Nexon 1.5 Revotorq XM,675000,10.07-15.23,2019,Individual,26600,First Owner,Diesel,Manual,21.5,1497,108.5,5,Medium Range,6.75
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,1485000,19.90-29.90,2017,Dealer,27000,First Owner,Diesel,Manual,13.68,2393,147.8,7,Higher Range,14.85
Maruti Swift Dzire VXI,385000,6.56-10.05,2014,Dealer,72001,First Owner,Petrol,Manual,19.1,1197,85.8,5,Lower Range,3.85
Honda City i VTEC V,685000,12.68-16.80,2016,Dealer,79000,First Owner,Petrol,Manual,17.8,1497,117.3,5,Medium Range,6.85
Maruti Alto 800 LXI,255000,3.32-4.45,2015,Dealer,36390,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.55
Mercedes-Benz E-Class E 220 CDI Avantgarde,895000,75.45-94.01,2012,Dealer,67000,First Owner,Diesel,Automatic,10,2148,170,5,Higher Range,8.95
Toyota Glanza V CVT,875000,8.19-10.35,2020,Dealer,2500,First Owner,Petrol,Automatic,19.56,1197,81.8,5,Higher Range,8.75
Honda Jazz 1.2 VX i VTEC,495000,8.51-10.96,2015,Dealer,61000,First Owner,Petrol,Manual,18.7,1199,88.7,5,Medium Range,4.95
Hyundai Xcent 1.2 Kappa S,515000,null,2016,Dealer,50000,First Owner,Petrol,Manual,19.1,1197,82,5,Medium Range,5.15
Maruti Ciaz 1.4 Delta,848000,null,2019,Dealer,27000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Higher Range,8.48
Maruti Swift ZXI,525000,6.08-9.07,2016,Dealer,38765,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,5.25
Maruti Alto 800 LXI,157000,3.33-4.44,2013,Individual,70000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,1.57
Renault Duster 110PS Diesel RxZ Pack,415000,null,2013,Dealer,58327,First Owner,Diesel,Manual,19.01,1461,108.45,5,Medium Range,4.15
Hyundai Venue SX Dual Tone Turbo,995000,8.06-13.75,2019,Dealer,27000,First Owner,Petrol,Manual,18.27,998,118.35,5,Higher Range,9.95
Mercedes-Benz S-Class S 350 L,999000,1.64,2008,Dealer,72000,First Owner,Petrol,Automatic,10.13,3498,364.9,5,Higher Range,9.99
Mercedes-Benz GL-Class 350 CDI Luxury,2925000,null,2014,Dealer,107000,First Owner,Diesel,Automatic,12,2987,224,7,Higher Range,29.25
Mahindra Scorpio S7 140 BSIV,1285000,15.19-19.71,2018,Individual,15000,First Owner,Diesel,Manual,16.36,2179,140,7,Higher Range,12.85
Maruti Wagon R LXI,249000,5.11-6.79,2012,Dealer,72300,First Owner,Petrol,Manual,21.79,998,67.05,5,Lower Range,2.49
Hyundai i10 Magna,165000,null,2009,Dealer,97341,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,1.65
Mercedes-Benz C-Class C 200 CGI,1250000,47.62-1.60 ,2012,Dealer,60000,First Owner,Petrol,Automatic,14.74,1991,184,5,Higher Range,12.5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1450000,19.90-29.90,2017,Dealer,68000,First Owner,Diesel,Automatic,11.36,2755,171.5,7,Higher Range,14.5
Audi A4 35 TDI Technology,1850000,null,2016,Dealer,51000,First Owner,Diesel,Automatic,18.25,1968,187.74,5,Higher Range,18.5
Renault Triber RXT,575000,6.14-8.87,2019,Dealer,2709,First Owner,Petrol,Manual,20,999,71,7,Medium Range,5.75
Maruti Swift Dzire Zdi BSIV,275000,null,2011,Individual,86000,First Owner,Diesel,Manual,19.3,1248,73.9,5,Lower Range,2.75
BMW X1 sDrive 20d M Sport,1750000,null,2015,Dealer,25000,First Owner,Diesel,Automatic,17.05,1995,184,5,Higher Range,17.5
Hyundai Grand i10 Magna,455000,6.48-6.57,2017,Trustmark Dealer,16249,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,4.55
Maruti Alto K10 2010-2014 VXI,209000,null,2012,Dealer,62351,First Owner,Petrol,Manual,20.92,998,67.1,5,Lower Range,2.09
Mercedes-Benz M-Class ML 250 CDI,2200000,null,2014,Individual,70000,First Owner,Diesel,Automatic,15.26,2143,203.2,5,Higher Range,22
Nissan Sunny Diesel XV,360000,null,2012,Dealer,45000,First Owner,Diesel,Manual,21.64,1461,84.8,5,Lower Range,3.6
Honda Amaze S i-Vtech,425000,7.04-9.90,2015,Dealer,33000,First Owner,Petrol,Manual,18,1198,86.7,5,Medium Range,4.25
Maruti Vitara Brezza ZDi Plus,900000,null,2019,Individual,15000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Higher Range,9
Maruti Wagon R LXI BS IV,275000,5.11-6.79,2012,Dealer,54000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,2.75
Honda Mobilio V i DTEC,440000,null,2014,Dealer,59000,First Owner,Diesel,Manual,24.2,1498,98.6,7,Medium Range,4.4
Volkswagen Polo Petrol Comfortline 1.2L,285000,6.91-11.27,2011,Dealer,27282,First Owner,Petrol,Manual,16.47,1198,73.9,5,Lower Range,2.85
Maruti Baleno Alpha,600000,6.68-10.42,2019,Dealer,9000,First Owner,Petrol,Manual,21.01,1197,81.8,5,Medium Range,6
Toyota Glanza G,822000,8.19-10.35,2019,Dealer,25637,First Owner,Petrol,Manual,21.01,1197,81.8,5,Medium Range,8.22
Renault Duster 85PS Diesel RxL,500000,null,2014,Individual,90000,First Owner,Diesel,Manual,20.45,1461,83.8,5,Medium Range,5
Ford Figo Diesel ZXI,323000,8.62-9.29,2015,Dealer,62752,First Owner,Diesel,Manual,20,1399,68.05,5,Lower Range,3.23
Hyundai i10 Era 1.1,290000,6.71-6.81,2012,Dealer,47000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,2.9
Maruti Baleno Alpha 1.2,675000,6.68-10.42,2018,Dealer,19000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,6.75
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,800000,null,2017,Dealer,25000,First Owner,Diesel,Manual,23,1498,98.96,5,Medium Range,8
Ford Ecosport 2015-2021 1.5 Petrol Trend,625000,9.19-13.13,2017,Trustmark Dealer,29104,First Owner,Petrol,Manual,15.9,1496,120.69,5,Medium Range,6.25
Maruti Ciaz ZXi Plus,645000,9.68-13.36,2016,Dealer,33000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,6.45
Hyundai i10 Magna 1.2 iTech SE,170000,null,2010,Individual,53000,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,1.7
Maruti Swift Dzire VXi,480000,6.74-10.04,2014,Individual,101000,First Owner,Petrol,Manual,17.5,1298,85.8,5,Medium Range,4.8
Skoda Rapid 1.6 TDI Elegance,490000,null,2015,Dealer,68000,First Owner,Diesel,Manual,20.5,1598,103.5,5,Medium Range,4.9
Audi A4 2.0 TDI 177 Bhp Premium Plus,1251000,null,2013,Dealer,43000,First Owner,Diesel,Automatic,17.11,1968,174.33,5,Higher Range,12.51
Maruti Eeco CNG 5 Seater AC,345000,5.82,2017,Dealer,32000,First Owner,CNG,Manual,20.88,1196,61.7,5,Lower Range,3.45
Honda Civic 1.8 S MT,195000,20.84-24.63,2008,Dealer,58000,First Owner,Petrol,Manual,13.5,1799,130,5,Lower Range,1.95
Mahindra XUV500 W8 2WD,875000,16.54-23.28,2015,Dealer,61000,First Owner,Diesel,Manual,16,2179,140,7,Higher Range,8.75
Maruti Ertiga CNG VXI,650000,10.31,2015,Dealer,49000,First Owner,CNG,Manual,26.08,1462,91.19,7,Medium Range,6.5
Maruti Wagon R VXI,415000,5.26-7.01,2018,Dealer,30000,First Owner,Petrol,Manual,21.79,998,67.05,5,Medium Range,4.15
Hyundai Santro Magna CNG,480000,6.48-6.62,2018,Dealer,30650,First Owner,CNG,Manual,30.48,1086,59.18,5,Medium Range,4.8
Maruti Swift Dzire Tour S CNG,500000,6.32-6.37,2018,Individual,40000,First Owner,Petrol,Manual,19,1197,85.8,5,Medium Range,5
Jeep Compass 1.4 Limited,1545000,19.55-29.05,2017,Dealer,24700,First Owner,Petrol,Automatic,16,1368,160,5,Higher Range,15.45
Toyota Etios G Safety,245000,null,2012,Dealer,81001,First Owner,Petrol,Manual,17.6,1496,88.7,5,Lower Range,2.45
Hyundai Grand i10 Magna,385000,6.48-6.57,2015,Dealer,38000,First Owner,Petrol,Manual,18.9,1197,82,5,Lower Range,3.85
Hyundai Santa Fe 2WD AT,1400000,null,2015,Individual,150000,First Owner,Diesel,Automatic,13.01,2199,194.3,7,Higher Range,14
Skoda Rapid 1.6 MPI Elegance,295000,8.68-15.33,2012,Individual,80000,First Owner,Petrol,Manual,15,1598,103.5,5,Lower Range,2.95
Maruti Ertiga VXI ABS,615000,8.62-12.06,2016,Dealer,52000,First Owner,Petrol,Manual,16.02,1373,93.7,7,Medium Range,6.15
Hyundai Santro Xing GLS,90000,null,2008,Dealer,34698,First Owner,Petrol,Manual,17.92,1086,62.1,5,Lower Range,0.9
Mahindra Thar CRDe AC,710000,14.75-16.92,2014,Dealer,27000,First Owner,Diesel,Manual,16.55,2498,105,6,Medium Range,7.1
Datsun RediGO T,245000,3.14-5.24,2017,Dealer,37001,First Owner,Petrol,Manual,22.7,799,53.64,5,Lower Range,2.45
Maruti Swift LXI,365000,6.04-8.98,2014,Dealer,75328,First Owner,Petrol,Manual,21.21,1197,81.8,5,Lower Range,3.65
Tata Safari 2005-2017 DICOR 2.2 LX 4x2,250000,14.85-21.41,2008,Individual,110000,First Owner,Diesel,Manual,11.57,2179,138.1,7,Lower Range,2.5
Datsun RediGO T Option,295000,null,2018,Dealer,49000,First Owner,Petrol,Manual,22.7,799,53.64,5,Lower Range,2.95
Chevrolet Cruze LTZ AT,590000,null,2013,Dealer,85000,First Owner,Diesel,Automatic,14.39,1998,163.7,5,Medium Range,5.9
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,1450000,19.90-29.90,2017,Individual,70000,First Owner,Diesel,Manual,13.68,2393,147.8,7,Higher Range,14.5
Maruti Swift VDI,350000,null,2013,Individual,73000,First Owner,Diesel,Manual,22.9,1248,74,5,Lower Range,3.5
Renault KWID Climber 1.0 MT,365000,null,2018,Dealer,11051,First Owner,Petrol,Manual,23.01,999,67,5,Lower Range,3.65
Hyundai Creta 1.6 CRDi AT SX Plus,1025000,12.63-21.03,2017,Dealer,51000,First Owner,Diesel,Automatic,17.01,1582,126.2,5,Higher Range,10.25
Maruti Swift VXI Optional,425000,6.04-8.98,2015,Dealer,31000,First Owner,Petrol,Manual,20.4,1197,81.8,5,Medium Range,4.25
Maruti Vitara Brezza ZDi Plus,785000,null,2017,Dealer,68000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7.85
Hyundai Creta 1.6 CRDi SX Option,1050000,12.63-21.03,2016,Dealer,40000,First Owner,Diesel,Manual,19.67,1582,126.2,5,Higher Range,10.5
Volkswagen Polo Petrol Comfortline 1.2L,275000,null,2011,Dealer,64845,First Owner,Petrol,Manual,16.47,1198,73.9,5,Lower Range,2.75
Hyundai i20 Active SX Petrol,525000,null,2015,Dealer,55000,First Owner,Petrol,Manual,17.19,1197,81.86,5,Medium Range,5.25
Hyundai Creta 1.6 CRDi AT SX Plus,990000,null,2016,Dealer,55000,First Owner,Diesel,Automatic,17.01,1582,126.2,5,Higher Range,9.9
Toyota Etios VX,295000,null,2011,Dealer,41000,First Owner,Petrol,Manual,17.6,1496,88.7,5,Lower Range,2.95
Maruti Ertiga CNG VXI BSIV,920000,10.22,2019,Dealer,22000,First Owner,CNG,Manual,26.8,1462,103,7,Higher Range,9.2
Hyundai Grand i10 1.2 Kappa Magna BSIV,485000,6.71-6.81,2018,Trustmark Dealer,53546,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,4.85
Maruti Ertiga ZXI AT Petrol,1025000,8.62-12.06,2019,Dealer,9000,First Owner,Petrol,Automatic,18.69,1462,103,7,Higher Range,10.25
Hyundai i20 Asta 1.4 CRDi,512000,9.74-13.09,2015,Dealer,99332,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,5.12
Fiat Punto 1.3 Emotion,135000,null,2012,Dealer,63000,First Owner,Diesel,Manual,20.3,null,null,null,Lower Range,1.35
Renault Duster 85PS Diesel RxL,475000,null,2015,Dealer,80246,First Owner,Diesel,Manual,19.87,1461,83.8,5,Medium Range,4.75
Hyundai Verna 1.6 SX,390000,13.09-18.29,2013,Dealer,58000,First Owner,Diesel,Manual,22.32,1582,126.32,5,Lower Range,3.9
Honda City 1.5 V AT,350000,12.68-16.80,2010,Dealer,50000,First Owner,Petrol,Automatic,16.8,1497,118,5,Lower Range,3.5
Maruti Wagon R VXI,320000,5.11-6.79,2014,Individual,46000,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,3.2
Mahindra Scorpio S11 BSIV,1500000,15.19-19.71,2019,Dealer,52484,First Owner,Diesel,Manual,16.36,2179,140,7,Higher Range,15
Mahindra TUV 300 T6,550000,null,2016,Dealer,95000,First Owner,Diesel,Manual,18.49,1493,100,7,Medium Range,5.5
Maruti Swift Dzire Tour LXI,450000,null,2016,Dealer,62000,First Owner,Petrol,Manual,19,1197,85.8,5,Medium Range,4.5
Hyundai Venue SX Turbo,995000,8.06-13.75,2020,Dealer,13000,First Owner,Petrol,Manual,18.27,998,118.35,5,Higher Range,9.95
Hyundai Creta 1.6 VTVT AT SX Plus,800000,null,2016,Dealer,38000,First Owner,Petrol,Automatic,13,1591,121.3,5,Medium Range,8
Honda City 1.5 V MT,885000,12.68-16.80,2018,Dealer,31000,First Owner,Petrol,Manual,17,1497,118,5,Higher Range,8.85
Honda Amaze S i-Dtech,320000,null,2014,Dealer,75456,First Owner,Diesel,Manual,25.8,1498,98.6,5,Lower Range,3.2
Volkswagen Polo Diesel Highline 1.2L,365000,null,2013,Dealer,70000,First Owner,Diesel,Manual,22.07,1199,73.9,5,Lower Range,3.65
Toyota Fortuner 4x2 Manual,1100000,null,2013,Individual,170000,First Owner,Diesel,Manual,13,2982,168.5,7,Higher Range,11
Maruti Baleno Delta 1.2,590000,6.68-10.42,2018,Dealer,21000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,5.9
Volkswagen Vento Petrol Comfortline,285000,10.12-16.08,2012,Dealer,58000,First Owner,Petrol,Manual,15.04,1598,103.6,5,Lower Range,2.85
Maruti Ciaz VXi Plus,575000,null,2015,Dealer,37000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,5.75
Mahindra XUV500 W8 2WD,675000,16.54-23.28,2014,Individual,90000,First Owner,Diesel,Manual,15.1,2179,140,7,Medium Range,6.75
Ford Ecosport 2015-2021 Thunder Edition Diesel BSIV,815000,10.14-13.79,2017,Dealer,40600,First Owner,Diesel,Manual,23,1498,98.96,5,Medium Range,8.15
Renault Duster 85PS Diesel RxL,541000,null,2016,Dealer,65000,First Owner,Diesel,Manual,19.87,1461,83.8,5,Medium Range,5.41
Mahindra XUV500 W10 2WD,925000,16.54-23.28,2015,Dealer,80000,First Owner,Diesel,Manual,16,2179,140,7,Higher Range,9.25
Hyundai Grand i10 1.2 Kappa Magna AT,495000,null,2017,Dealer,15000,First Owner,Petrol,Automatic,18.9,1197,81.86,5,Medium Range,4.95
Volkswagen Vento 1.6 Highline,335000,10.20-15.78,2013,Dealer,56000,First Owner,Petrol,Manual,16.09,1598,103.2,5,Lower Range,3.35
Ford Figo Petrol Titanium,245000,6.02-7.91,2011,Dealer,50000,First Owner,Petrol,Manual,15.6,1196,70,5,Lower Range,2.45
BMW 5 Series 520d Prestige,2300000,73.20-82.67,2016,Dealer,97000,First Owner,Diesel,Automatic,18.12,1995,190,5,Higher Range,23
BMW 5 Series 520d Luxury Line,5005000,73.20-82.67,2019,Dealer,8100,First Owner,Diesel,Automatic,18.12,1995,190,5,Expensive,50.05
Tata Zest Quadrajet 1.3 XT,375000,null,2015,Dealer,75000,First Owner,Diesel,Manual,20.65,1248,88.7,5,Lower Range,3.75
Toyota Etios Liva G,315000,null,2011,Dealer,104000,First Owner,Petrol,Manual,17.71,1197,78.9,5,Lower Range,3.15
Mahindra Thar CRDe AC,800000,14.75-16.92,2012,Individual,50000,First Owner,Diesel,Manual,16.55,2498,105,6,Medium Range,8
Audi A6 2.7 TDI,1100000,null,2011,Dealer,34000,First Owner,Diesel,Automatic,12.4,2698,179.5,5,Higher Range,11
BMW X4 M Sport X xDrive20d,5810000,null,2019,Dealer,7500,First Owner,Diesel,Automatic,16.78,1995,190,5,Expensive,58.1
Jeep Compass 1.4 Sport,1500000,19.54-29.02,2019,Individual,10000,First Owner,Petrol,Manual,null,1368,160.77,5,Higher Range,15
Honda City i VTEC CVT VX,765000,null,2015,Dealer,29000,First Owner,Petrol,Automatic,18,1497,117.3,5,Medium Range,7.65
